Message,Category
"simulations
vince , sorry , the files from that directory get deleted periodically . i
attached this file here .
rabi did some analysis related to implementation of correlated non - normally
( rtdm - distributed )
variables . let ' s discuss later ?
tanya .
vince j kaminski
12 / 22 / 2000 05 : 58 pm
to : tanya tamarchenko / hou / ect @ ect
cc :
subject : re : suggestion : implementing var based on non - normal log - returns
simulations
tanya ,
i could not locate the file .
vince
tanya tamarchenko
12 / 07 / 2000 01 : 17 pm
to : vince j kaminski / hou / ect @ ect , rabi de / na / enron @ enron , jaesoo
lew / na / enron @ enron
cc :
subject : re : suggestion : implementing var based on non - normal log - returns
simulations
everybody ,
we were talking for a while about using non - normal distributions in the
monte - carlo simulations in our var model .
i put together some suggestion regarding this . the text is under
o : \ _ dropbox \ tanya \ non _ normal _ logs . doc
look through this 3 page document , and let me know what you think , please .
tanya",ham
"activity report no . 2
if the material was not specified in the scope of supply - why is there a cost increase to begin with ?
what is the well water chlorides vs city water . what does the chemistry logs show ?
regards
bill w .
- - - - - original message - - - - -
from : chmielewski , robert
sent : friday , june 08 , 2001 1 : 54 pm
to : dannhaus , ed
cc : williams , bill ; wisdom , michael
subject : re : from edannhaus : las vegas ii power project / 6 / 2 / 01 weekly activity report no . 2
ed ,
i checked with lvc on tube materials and condenser operating conditions for unit # 1 . unit # 1 has had no indication of corrosion but the water used for cooling tower makeup is well water and is low in chlorides .
units 2 chmielewski , robert
subject : re : from edannhaus : las vegas ii power project / 6 / 2 / 01 weekly activity report no . 2
the drainage ditch issue is still precipated by the eventuality that a sound wall will be constructed . if the sound wall is constructed there will have to be a minimum distance that must be maintained above the 26 foot . the added cost for higher , larger towers have to be considred . the drainage ditch will not be constructed for four years in the future so the transmission lines cannot extend into the easement area .
however , if we put the culverts in now before transmission lines are constructed then the city may allow the penetration into the easement .
for sure if we hang transmission lines into the facility site we will get an interference claim from the contractor .
i will investigate farther the recommended change in condenser materials . as it now stands we are only asking for the additional costs . i have checked the scope of work and it is silent on the tube spec . by copy the wisdom and chemielwski please provide the technical justification for the change in materials . in the days when i was a member of nace ss was not recommendeed in any service that had chlorides in excess of 60 ppm due to stress cracks caused by the chlorides .",ham
"next draft of 10 q .
ray
- - - - - original message - - - - -
from : gray , dortha
sent : fri 11 / 16 / 2001 7 : 24 pm
to : koenig , mark ; causey , richard ; rogers , rex ; bowen jr . , raymond ; mcmahon , jeffrey ; schnapper , barry ; ' david . b . duncan @ us . arthurandersen . com ' ; ' christopher . j . herbold @ us . arthurandersen . com ' ; ' d . stephen . goddard . jr @ us . arthurandersen . com ' ; ' charrington @ velaw . com ' ; ' greg . danilow @ weil . com ' ; ' cathy . dixon @ weil . com '
cc : westbrook , sharron ; johnson , jan ; peng , gary ; castleman , kent ; butts , bob
subject : enron corp 2001 third quarter form 10 - q draft
attached is a marked and unmarked draft of the enron 2001 third quarter form 10 - q . please review this draft and fax your comments to kent castleman at 713 - 646 - 8409 by 2 : 00 pm saturday , november 17 .
> >",ham
"13 - 14 , 2000
we confirm receipt of your registration for the above - mentioned conference .
the conference will be held at new york university stern school of business ,
henry kaufman management center , 44 west 4 th street , new york city .
registration and continental breakfast will begin at 8 : 30 a . m . , when you will
receive the conference material and a name tag . meanwhile , if you have any
questions regarding the conference , please do not hesitate to contact me .
mary t . jaffier
nyu salomon center
stern school of business
44 west 4 th street , suite 9 - 160
new york , ny 10012
tel : 212 - 998 - 0706
fax : 212 - 995 - 4220
http : / / www . stern . nyu . edu / salomon",ham
"susan ,
thanks . it makes sense to call christie and
explain the objectives of your visit in may .
vince
"" susan c . hansen "" on 04 / 06 / 2001 06 : 14 : 10 pm
to : vince . j . kaminski @ enron . com
cc : clovell @ stanford . edu , donna lawrence , hillh @ stanford . edu , bambos @ stanford . edu
subject : visiting enron may 4 th
dear vince ,
this is great news ! donna and i are delighted that you have time to see us
on may 4 th .
i ' ll be out of the office next week . by copy of this email to my
assistant , carol lovell , i will ask her to get in touch with shirley for
scheduling as well as directions on where to meet you . we ' ll be glad to
meet with christie patrick as well .
looking forward to meeting you ,
susan
at 05 : 36 pm 4 / 6 / 01 - 0500 , you wrote :
> susan ,
>
> thank you for your message . i shall be glad to meet with you on may the
> 4 th .
> i shall ask my assistant , shirley crenshaw ( 713 ) 853 5290 , to call you to
> set up the meeting .
>
> also , for your information , we have recently set up a special unit to
> coordinate enron ' s
> relationships with the universities . the person running this unit is
> christie patrick .
> please , feel free to contact her and give my name as a reference . i shall
> coordinate the meeting
> on may the 4 th with her .
>
> vince
>
>
> additional information re christie :
>
> phone : ( 713 ) 853 - 6117
>
> email : christie _ patrick @ enron . com
>
>
>
>
>
> "" susan c . hansen "" on 04 / 03 / 2001 04 : 33 : 54 pm
>
> to : vkamins @ enron . com
> cc :
> subject : visit from stanford ?
>
>
> dear dr . kaminski ,
>
> let me briefly introduce myself , i am the director of corporate relations
> for the school of engineering at stanford university . in this role , i am
> always on the watch for ways to bring our faculty together with companies
> that have an appetite for engagement with top tier research institutions .
>
> i believe you know hill huntington , who is a senior researcher with
> stanford ' s energy modeling forum . he suggested i get in touch with you for
> some ideas about contacts at enron . i ' m in the process of planning a trip
> to texas in early may along with my colleague donna lawrence , the
> university ' s director of corporate relations . we were hoping to be able to
> include a stop at enron on our itinerary . right now it appears that friday ,
> may 4 th would work best for us but we ' re at the very beginning of our trip
> planning .
>
> the purpose of our visit would be to review the current relationship
> between enron and stanford , to give you an overview of current priorities
> in the school of engineering , and ask for your help in identifying the best
> points of contact .
>
> i look forward to hearing from you about your availability ,
>
> sincerely ,
> susan hansen
>
>
>
>
> susan c . hansen
> director , corporate relations
> school of engineering
> stanford university
> stanford , ca 94305 - 4027
> ( 650 ) 725 - 4219
susan c . hansen
director , corporate relations
school of engineering
stanford university
stanford , ca 94305 - 4027
( 650 ) 725 - 4219",ham
"the meeting has been confirmed .
they told me that they want to essentially gain an understanding of what our plan is to get up and running as quickly as possible which does i think differ slightly from integration .
have i missed any critical group ?
9 am introduction
9 : 15 am infrastructure rub
9 : 45 am it - development hodges , georgeanne ; webb , jay ; meyers , thomas ; hillier , bob ; mcauliffe , bob ; rub , jenny ; hall jr . , robert l . ; donovan , bill
cc : muller , mark s . ; golden , jeff ; lavorato , john ; schoppe , tammie ; hillis , kimberly
subject : integration meeting
one of our potential buyers will be here at 9 am on thursday . the scope of the meeting is to run through the integration schedule . this is a very broad agenda and will probably be very interactive . i tried to put ops first but it really doesn ' t make sense .
this really is a really rough agenda for you guys to decide upon but i wanted to set out the areas they wish to cover .
9 am introduction
9 : 15 am infrastructure rub
10 am it - development & ops webb
11 am mid office intergation overview hall
12 noon accounting , cash etc integration overview colwell / georges / meyers
11 am tour of the building / infrastructure donovan
wes - they want to cover bank accounts and cash in detail .
some time during the morning they want a tour of the facilities - i am arranging with bill donovan .
louise kitchen
chief operating officer
enron americas
tel : 713 853 3488
fax : 713 646 2308",ham
"vlady , i enclosed the file with 2 backtesting plots ( you saw them before ) .
the following table shows what was the percentage of the days when pnl fell
below var 95 , var 90 , var 85 .
these results are based on the real ng forward prices from 1 / 1 / 99 to 6 / 7 / 00
for 2 different portfolios :
- portfolio 1 contained the positions equal to ng - price - prc portfolio
positions on 6 / 6 / 00 ,
- portfolio 2 consists of the positions equal to storage - prc positions on
5 / 25 / 00 .
portfolio 1
var 95 var 90 var 85
implied vols 2 . 93 4 . 11 5 . 57
historical vols with decay = 1 7 . 62 12 . 02 15 . 54
historical vols withdecay = 0 . 97 6 . 75 12 . 02 15 . 54
historical vols withdecay = 0 . 94 6 . 45 12 . 02 15 . 54
portfolio 2
var 95 var 90 var 85
implied vols 4 . 1 6 . 74 9 . 97
historical vols with decay = 1 7 . 04 11 . 14 15 . 84
historical vols withdecay = 0 . 97 6 . 74 10 . 56 16 . 13
historical vols withdecay = 0 . 94 7 . 04 11 . 14 15 . 84
this shows that when we have more observations ( columns corresponding to
var 90 and var 85 )
compared to the column corresponding to var 95 the frequency of curve shift
being lower than var
becomes closer to the theoretical value ( 5 % , 10 % and 15 % ) . the numbers in the
column "" var 85 "" are
very close to 15 % . this is the argument in favor of using historical vols .
and also the results do not depend on the decay factor in this experiment .
also notice : the numbers in column "" var 95 "" are higher than 5 % and this is an
indication of fat tails .
let me know if you have any questions .
tanya .",ham
"edison utility rescue - plan session set for oct . 9 by davis
by michael b . marois
sacramento , california , sept . 27 ( bloomberg ) - - a special legislative session to consider a rescue package for edison international ' s insolvent california utility won ' t begin until oct 9 . , aides for governor gray davis said .
the governor had been expected to call lawmakers back oct . 2 . his aides didn ' t explain the reasons for the delay . the governor plans to make an announcement at 3 p . m . san francisco time , davis spokeswoman hilary mclean said .
southern california edison , california ' s second - largest utility , accrued $ 3 . 9 billion in debt under the state ' s deregulation law , which froze consumer rates and let wholesale power costs rise . some of the utility ' s creditors are trying to put together a group of three to force the company into bankruptcy . pg & e corp . ' s pacific gas & electric , the state ' s largest utility , filed for bankruptcy in april .
the legislature adjourned sept . 15 without approving a $ 2 . 9 billion rescue package , prompting davis to announce he would call lawmakers back to sacramento to consider a new plan .
the latest edison measure may let the utility sell $ 2 . 5 billion to $ 2 . 9 billion in bonds to pay off its debt , secured by existing rates on about 20 percent of its largest commercial customers , davis aides said last week .",ham
"dear joel ,
as i have not received any reply yet re email below ,
i have arranged other appts for myself on monday
and will not be chairing any seesions .
rgds raymond
345 pm ; 14 july
- - - - - - - - - - - - - - - - - - - - - - forwarded by raymond yeow / enron _ development on
07 / 14 / 2000 03 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
raymond yeow
07 / 12 / 2000 07 : 39 pm
to : "" joel hanley ""
cc :
subject : re : is there any chance you could chair a session at the conference ?
dear joel ,
will be glad to help out but had a look at the stream 2 on monday
and it is 1120 am - 520 pm covering three sessions ! ! !
could i suggest that i take the 1120 am - lunch session and you can find another
speaker ( s ) from day 2
to chair the afternoon session ( s ) .
i am flexible if you need me to take a different time on the monday .
rgds raymond
"" joel hanley "" on 07 / 12 / 2000 03 : 37 : 39 am
please respond to "" joel hanley ""
to :
cc :
subject : is there any chance you could chair a session at the conference ?
raymond ,
by the way , is there any chance you could chair a session at the conference ?
glenn labhart from the us has unfortunately dropped out so i am hoping you
could chair stream two on day one ( monday 17 th ) . please let me know asap . it
would be a great help is you ' re available .
best wishes ,
joel .
direct : + 44 ( 0 ) 20 7484 9885
?
www . riskpublications . com",ham
"dale ,
omer muften ( with the structuring group ) asked us to help in evaluating the
different options embedded in the storm contract . however , he promised to
provide us with the forward curves regarding the dark fiber ( in europe ) . we
are still waiting to receive those . in addition , it seems that the deal
structure has "" just "" changed . i will give you a call to discuss .
- samer
stinson gibner @ ect
06 / 01 / 00 04 : 33 pm
to : samer takriti / enron communications @ enron communications
cc : cantekin dincerler / hou / ect @ ect , dale surbey / lon / ect @ ect , vince j
kaminski / hou / ect @ ect
subject : storm
samer :
can you please contact dale surbey in london and let him know what you and
cantekin doing for the storm transaction .
he can be reached by london tie line by dialing 830 3 6726 .
thanks ,
stinson
dale :
i will be on travel for the next 2 weeks . samer should be able to help
you . his extension is 34791 .",ham
"team - - in my absence please submit additional bullets this week to audrey by
10 : 00 am fri . thanks
main line west outage - west flow capacity has been reduced by approximately
200 , 000 mmbtu / d for five days beginning 9 / 6 for pipeline testing . to
accommodate the market and customer needs , we have negotiated transport for
50 , 000 mmbtu / day from pg & e to needles for max rate of $ . 25 for the five day
outage . we also did a market center lend for 40 , 000 mmbtu / day @ $ 0 . 10 .
estimated incremental revenue for the 5 day outage at this time is $ 82 , 500 .
kn / oneok contract - we negotiated a 12 month max rate agreement with oneok
for 20 , 000 mmbtu / d of west flow capacity starting february 1 , 2001 . we also
negotiated in the contract a provision whereby if oneok releases any of the
capacity above the max rate , then tw shares 50 / 50 in the incremental
revenue . all executed documents have been received .
ferc / california power prices - the ferc plans to convene a public meeting
the week of september 11 in california to take comments from interested
parties regarding the recent price spikes of wholesale electricity and power
transmission in the state . in addition , socal edison filed a motion late
last week with the california public utility commission seeking emergency
relief from high spot gas prices on which its power purchase rates are based .
the company told the cpuc that southern california border ( topock , az ) prices
in the last month have risen by $ 2 . 50 / mmbtu possibly because of market
manipulation , in particular the withholding off of the market of pipeline
transportation capacity between the supply basins and the california border .
"" there is substantial and compelling evidence that the basis differential has
been and continues to be grossly distorted by market power abuse , collusion
and affiliate self dealing of out - of - state gas suppliers and merchants , ""
edison told the cpuc .
the company noted the cpuc already has filed a section 5 complaint with ferc
regarding this issue and is seeking a recision of "" certain allegedly
collusive contracts which it contends have permitted out - of - state natural gas
suppliers and their affiliates to drive up artificially california border gas
prices by wrongfully withholding capacity . "" it notes the complaint
"" conservatively estimates that the anti - competitive manipulation of the basis
differential has already damaged california gas and electricity users by $ 100
million annually since the beginning of 1998 . ""
jeff dasovich from the enron california office will attend the ferc meeting .",ham
"thanks .
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com
to : julie
cc : vince . j . kaminski @ enron . com
sent : saturday , march 24 , 2001 1 : 18 am
subject : re : fw : energy book promotion
julie ,
i shall track down fiona .
she may be on vacation .
vince
"" julie "" on 03 / 22 / 2001 03 : 28 : 34 pm
please respond to "" julie ""
to : ? ? "" vincejkaminski ""
cc :
subject : ? fw : energy book promotion
hi vince ,
i sent the attached for enron ' s approval to fiona grant , but haven ' t heard
back . in the contract that we signed it states that we need to seek
approval from enron if we want to use the company name . is there someone
else we should direct these requests ?
hope you are well .
julie
- - - - - original message - - - - -
from : julie
to : fiona . grant @ enron . com
sent : thursday , march 15 , 2001 5 : 20 pm
subject : energy book promotion
fiona ,
i ' ve attached a letter that is going to be sent out to some ? universities ,
promoting the energy derivative book . are we allowed to ? mention , "" . . . in
association with enron corp . "" ? please see attached .
should we check with you every time we would like to use "" enron corp . "" when
advertising the book ? it will usually follow similar format .
thanks ,
julie
lacima group
( see attached file : covering letter for book brochures . doc )",ham
"cliff :
thank you for replying and we want to wish you the best in your new
endeavor . texaco is also a good company and i am sure you will
be pleased .
best of luck !
sincerely ,
shirley crenshaw
cliff parsons on 06 / 27 / 2000 02 : 05 : 13 pm
to : shirley crenshaw
cc : vince j kaminski , pinnamaneni krishnarao
, osman sezgen ,
cp 38 @ andrew . cmu . edu
subject : re : interview with enron corp .
dear ms . crenshaw :
i recently accepted a quant position with texaco in houston . lara berry
from enron contacted me just after that , and i told her of the situation .
i agreed to send her my resume ( which i did ) and keep in touch .
enron is a fabulous corporation with exciting opportunities . mr . kaminski
is very well known in the energy field , and i have read some of his
material . i am extremely pleased that you all would be interested in me ;
however , i have given my word to texaco .
the texaco position offers a lot of opportunity and risk . this is the kind
of challenge for which i am looking . if things do not work out , however , i
would definitely contact enron again and cherish any opportunity for an
interview .
thank you very much ,
cliff parsons
- - on monday , june 26 , 2000 , 11 : 27 am - 0500 shirley crenshaw
wrote :
>
>
> good morning mr . parsons :
>
> the enron corp . research dept . would like to conduct a telephone
> interview with you at your convenience .
>
> the interviewers would be :
>
> vince kaminski managing director
> p . v . krishnarao director
> osman sezgen manager
>
> please give me some dates and times either this week or july 5 , 6 & 7
> of next week that you would be available and i will coordinate the
> calendars .
>
> look forward to hearing from you .
>
> regards ,
>
> shirley crenshaw
> administrative coordinator
> enron corp . research
> 713 / 853 - 5290
> email : shirley . crenshaw @ enron . com
>
>",ham
"vasant ,
i agree .
vince
from : vasant shanbhogue / enron @ enronxgate on 05 / 01 / 2001 10 : 00 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : re : resume
vince ,
he seems to have mostly equity and fixed income background ( and then some
credit exposure calculation ) with not much credit data analysis experience .
i do not think he would be appropriate for bryan ' s group - - he needs a person
who tracks market developments and understands fundamental data , and although
this guy may be good at modeling , we already have iris and amitava doing the
modeling and looking at data . at this stage , i would prefer to hire somebody
with direct experience in credit analysis ( banking , rating agency ) . i am
worried that if we get another person without data analysis experience , then
amitava will find himself with two people ( iris being the other one ) who are
both inexperienced in this area , and he will find himself doing a lot of the
work anyway .
if you want to pursue him , we should probably do a phone interview first .
vasant
- - - - - original message - - - - -
from : kaminski , vince
sent : monday , april 30 , 2001 5 : 33 pm
to : shanbhogue , vasant
subject : re : resume
vasant ,
what do you think ? he may be expensive .
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 30 / 2001
05 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marshall brown on 04 / 25 / 2001 01 : 13 : 44 pm
to : vince . j . kaminski @ enron . com
cc :
subject : re : resume
vince ,
i apologize , i sent you the wrong resume ! here is the correct one .
>
marshall brown
vice president
robert walters associates
phone # : 212 - 704 - 0596
fax # : 212 - 704 - 4312
marshall . brown @ robertwalters . com
www . robertwalters . com
> - - - - - original message - - - - -
> from : vince . j . kaminski @ enron . com [ smtp : vince . j . kaminski @ enron . com ]
> sent : wednesday , april 25 , 2001 1 : 08 pm
> to : marshall . brown @ robertwalters . com
> subject : re : resume
>
>
> marshall ,
>
> he looks ok but below the level of quant skills i typically look for
>
> vince
>
>
>
>
>
> marshall brown on 04 / 23 / 2001 09 : 33 : 00
> am
>
> to : vince kaminski
> cc :
> subject : resume
>
>
> vince ,
> i know this candidate is actively interviewing at el paso and i think
> reliant . he has excellent quantitative background , but no real energy
> experience . if you are interested in speaking with him let me know .
> regards ,
> marshall brown
> vice president
> robert walters associates
> phone # : 212 - 704 - 0596
> fax # : 212 - 704 - 4312
> marshall . brown @ robertwalters . com
> www . robertwalters . com
>
>
> >
>
>
> * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
> caution : electronic mail sent through the internet is not secure and could
> be intercepted by a third party .
>
> this email and any files transmitted with it are confidential and
> intended solely for the use of the individual or entity to whom they
> are addressed . if you have received this email in error please notify
> the system manager .
>
> this footnote also confirms that this email message has been swept by
> mimesweeper for the presence of computer viruses .
>
> * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
>
> ( see attached file : litt _ har . doc )
>
> >
- litt _ tho . doc >",ham
"please use the position manager home button .
when using the sitara position manager , and you drill down to view details
or change the dates , the position manager keeps
all your views running in the background . this feature allows you to use the
back and forward buttons to keep your views running .
on the downside , if you keep these views running but do not really intend to
go back to look at them , the system and your pc are working harder
to keep all the old views active and updated .
the home button sends you back to your default view - the first view you had
up when you hit apply . by clicking this button , your
position manager will clear out the old views the next time you drill in .
this is the only way to clear out the old views that you no longer need .
if you do not use the home key , and keep drilling in and changing the dates ,
the position manager is still keeping all the your views for
the day running in the backgound .
what we have found is by the end of the day , a user that does not clear out
the old views can have well over 30 views open , which is like having
30 position managers up on your pc . when that user closes down , the position
gets locked up for a while as it tries to clear out all the old views .
we will be making some changes soon to that should resolve this issue as far
as the sitara machine is concerned ; however , your pc may still be
slow with excessive unneccessary views open . we could make a change to
limit the number of active views you can have open , but at this time
i am not sure that is necessary ; regardless , in the mean time , please
remember to use your home button .
other helpful hints -
did you know you can shrink you tool bar ? tools options - uncheck show tool
bar text labels -
did you know you can split your position screen to have pipes on top and
zones and meters below ? tools options - show drill down second panel -
if you have an omicron position porfolio - your min / max button shows you
actual - and min / max for your day swing deals .
same works for nom flex portfolio .",ham
"sorry everyone , i guess i am having my monday morning today . here are the
attachments .
- - - - - - - - - - - - - - - - - - - - - - forwarded by anita dupont / na / enron on 01 / 23 / 2001 09 : 52
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
anita dupont
01 / 23 / 2001 09 : 56 am
to : robin . kittel @ enron . com , bill . rust @ enron . com , steve . walton @ enron . com ,
ron . tapscott @ enron . com , jeffrey . wilson . enron . communications @ enron . com ,
sevil . yaman @ enron . com , vasant . shanbhogue @ enron . com , tom . dutta @ enron . com ,
walter . coffer @ enron . com , vkamins @ enron . com , lloyd . will @ enron . com ,
martin . lin @ enron . com , christi . l . nicolay @ enron . com , george . hopley @ enron . com ,
fred . mitro @ enron . com , debbie . chance @ enron . com , patrick . hansen @ enron . com ,
steve . olinde @ enron . com , madhup . kumar @ enron . com ,
robert . kraszewski @ corp . enron . com
cc : lance . cunningham @ enron . com , shirley crenshaw / hou / ect @ ect
subject : agenda for transmission roundtable on wednesday , january 24 , 2001
please review the attached agenda for tomorrow ' s transmission roundtable and
let me know if you have any additions or changes . also , please bring to the
meeting a hard copy of the attached december 8 meeting notes . thanks .
regards ,
anita",ham
"molly : for your information , i received this reply from anshuman today .
as i mentioned in my voicemail to you today after seeing the note from neil
mcgregor , there is no possible way that anshuman could be in the us to work
on february 5 th . until i receive all of his documents , and the necessary
information from you regarding his position in the us , i do not have the
information to send to the attorneys for the visa application .
once they receive the paperwork , they will need to prepare the documents in
triplicate , and send to me . at this stage , i will send the documents to
anshuman in india and he will need to make an appointment at the us consulate
in order to have the ll visa stamped into his passport . he will not be able
to come to the states to work without this visa in his passport ! all of this
could take approx . 3 - 4 weeks to accomplish . i think march would be a more
realistic timeframe !
please let me have your thoughts .
thanks
margaret
- - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 01 / 25 / 2001
09 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
anshuman srivastav @ enron _ development
01 / 25 / 2001 12 : 35 : 53 am
to : margaret daffin / hou / ect @ ect
cc : sandeep kohli / enron _ development @ enron _ development , harsimran
subject : re : ll visa - anshuman shrivastava
hi margaret ,
apologies for not getting in touch earlier . i am unfortunately out of mumbai
and will be back only on sunday . will send you all the documents on monday
morning . they will reach you by latest wednesday .
appreciate the help ! !
thanks !
regards ,
anshuman
margaret daffin @ ect
01 / 24 / 2001 10 : 57 pm
to : anshuman . srivastav @ enron . com
cc : molly magee / hou / ect @ ect , vince j kaminski / hou / ect @ ect , jane
allen / hou / ect @ ect , timothy callahan / na / enron @ enron , ranendra
sengupta / enron _ development @ enron _ development , wade
cline / enron _ development @ enron _ development , neil
mcgregor / enron _ development @ enron _ development @ ect , harsimran
subject : ll visa - anshuman shrivastava
anshuman : please go ahead and complete the visa questionnaire and send the
required documents so that i can proceed with your working visa for the us .
regardless of the length of time you will be in the us , you will still need
the ll visa in order to work here .
many thanks
margaret
- - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 01 / 24 / 2001
11 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
margaret daffin
01 / 23 / 2001 11 : 01 am
to : anshuman . srivastav @ enron . com
cc : molly magee / hou / ect @ ect , vince j kaminski / hou / ect @ ect , jane
allen / hou / ect @ ect , timothy callahan / na / enron @ enron , ranendra
sengupta / enron _ development @ enron _ development , wade
cline / enron _ development @ enron _ development , neil
mcgregor / enron _ development @ enron _ development @ ect , harsimran
subject : ll visa - anshuman shrivastava
anshuman : i have been asked to contact you regarding your possible move to
houston , texas . in order that i may begin the process of getting you an ll
immigration visa , i will need you to complete the attached visa questionnaire
and return it to me with copies of the following documents :
a copy of all pages of your passport , even if blank
copies of all previous us visas issued
an updated resume , showing months and years
copies of all diplomas and transcripts received
if you have dependent family members coming to the states with you , copies of
their passports
please send to my attention , via fedex to :
enron corp .
3 allen center , 3 ac 2026 a
333 clay street
houston , tx 77002
please call me with any questions you may have at 713 - 345 - 5083 .",ham
"energy finance program ""
cindy ,
october 11 would work for me . this is the date of my visit to austin to make
a presentation ehud ' s mba class .
if you need me to go to austin an a different day , please , let me know . i
shall be glad to help you , my schedule
permitting .
vince
cindy justice
07 / 05 / 2000 03 : 51 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : vince kaminski ' s oct . 11 presentation - - "" enron day at the energy
finance program ""
vince -
christy young is the ut mba recruiter . she is taking a couple of weeks off to
get married and will return on july 19 th as christy meador . in her absence ,
i wanted to make sure we coordianted our efforts with you .
below are a few key ut recruiting dates . ideally , we would like for your
presentation to occur a week or so before our interview list is due to the
career services office . this will allow for additional candidates to submit
their resumes for our review before we turn in the interview list .
wed . , sept . 13 - corporate presentation & reception - alumni center
fri . , sept . 22 - eye ' s of texas career fair - campus
thurs . , sept . 28 - enron interview list due to career services office
wed . , oct . 11 - pre - interview reception - selected candidates only
thurs . , oct . 12 - first round interviews
fri . , oct . 13 - second round interviews
sat . , oct . 28 - super saturday for ut candidates
please let me know what works best with your schedule . note that october 11
is the same date as our pre - interview reception .
we look forward to working with you on this .
thanks ,
cindy justice
x 57339
- - - - - - - - - - - - - - - - - - - - - - forwarded by cindy justice / hou / ect on 07 / 05 / 2000 03 : 35
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
celeste roberts
07 / 05 / 2000 11 : 57 am
to : cindy justice / hou / ect @ ect , shelly jones / hou / ect @ ect
cc :
subject : vince kaminski ' s oct . 11 presentation - - "" enron day at the energy
finance program ""
can you guys followup with him to coordinate an enron reception following a
presentation that vince kaminiski will give during their annual ut
foundations of energy finance class . we do want to do this , and of course
need to coordinate with vince and your dates on campus to ensure that we have
no conflicts .
i am not sure if this falls into the associate or analyst camp . you can best
determine who the appropriate contact should be . leave me an e - mail to
confirm .
celeste
- - - - - - - - - - - - - - - - - - - - - - forwarded by celeste roberts / hou / ect on 07 / 05 / 2000
11 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" ehud i . ronn "" on 07 / 05 / 2000 10 : 35 : 57 am
to : celeste roberts / hou / ect @ ect , celeste roberts / hou / ect @ ect
cc :
subject : vince kaminski ' s oct . 11 presentation - - "" enron day at the energy
finance program ""
celeste ,
greetings .
as you may recall , i am the director of the univ . of texas center for
energy finance ( cefer ) . i would like at this time to initiate planning for
your colleague vince kaminski ' s annual presentation to the ut foundations
of energy finance class which i will be presenting as usual the first half
of the fall semester .
thus , to begin , i wonder whether either the above is your current e - mail
account , and , with the departure of meryl barnett ( with whom i believe we
coordinated this in the past ) , whether this is an issue within your scope .
with respect to this reception , i appreciate that there may be other enron
receptions scheduled for this fall . however , if you so choose , i would
like to afford you the opportunity of scheduling an enron reception
following vince ' s presentation . if you would indeed like to do so , i
suggest we coordinate with vince the date for the presentation / reception .
sincerely ,
ehud
ehud i . ronn
professor of finance
director , center for energy finance education and research
mccombs school of business
university of texas at austin
austin , tx . 78712 - 1179
voice : ( 512 ) 471 - 5853
fax : ( 512 ) 471 - 5073
internet : eronn @ mail . utexas . edu
",ham
"vince ,
i appologize for shipping another version of the paper so soon after the
last . however , my wife picked me up for some last minute shopping at noon
and i wasn ' t sure i would get back to this before leaving tomorrow . the
only changes in the two documents related to a sentence or two in the intro
plus the addition of "" unused information "" at the end of the document . the
unused stuff is made up of notes i made from hamel , some news stories ,
press releases , and random thoughts . we probably won ' t use any of this
stuff but i wanted you to have it just in case it might prove useful .
the challenge we face at this stage ( and where i can most use your help ) is
in documenting enron ' s risk management functions in a meaningful way . this
may be best done through examples or in some other way . i think that our
audience would appreciate our including some numerical and detailed
examples ( even if they are to be placed in boxes or sidebars that don ' t
interrupt the flow of the article . if you ' ll make a pass at what you feel
is appropriate i ' ll gladly polish on the words as i try to learn about what
you are doing myself .
vince , i really am enjoying this learning experience . you guys make a
wonderful "" lab "" .
sally and i are driving to louisiana to pick up her mom tomorrow and then
driving to new orleans and back to waco by saturday . however , i will check
in my e - mail regularly .
your friend ,
john
- enron transformation paperl 2 _ 19 _ 00 . doc
john d . martin
carr p . collins chair in finance
finance department
baylor university
po box 98004
waco , tx 76798
254 - 710 - 4473 ( office )
254 - 710 - 1092 ( fax )
j _ martin @ baylor . edu
web : http : / / hsb . baylor . edu / html / martinj / home . html",ham
